"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"27","RT @scamperspets: Today was also a VERY BIG day for “Sardine” ......finally she got to try out the @iClean_Dog_Wash in store at Scampers bu…",FALSE,0,NA,2019-02-25 18:48:19,FALSE,NA,"1100105225870954496",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","scamperspets",3,TRUE,FALSE,NA,NA
"28","RT @BellaInxs2: This is the Mom instinct !!!       #PuppyPower #puppies #love #dogs #animals ♥️🐶.    https://t.co/Bfj4TEZmLB",FALSE,0,NA,2019-02-25 18:48:09,FALSE,NA,"1100105182040465411",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barry0183",1477,TRUE,FALSE,NA,NA
"29","RT @DaneRingo: Laying in the sun for the first time in 5 months #dog #dogs #DogsAreBetterThanPeople #DogsofTwitter #MondayBlues #MondayMood…",FALSE,0,NA,2019-02-25 18:48:04,FALSE,NA,"1100105161517776896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GBreakfield",3,TRUE,FALSE,NA,NA
"30","Quiet for a minute. #dakotaraegrace #doglover #hounddog #furryfriends #lazydogs #dogsofinstagram #dog #dogs… https://t.co/mLBSNqbGuT",FALSE,0,NA,2019-02-25 18:47:45,TRUE,NA,"1100105082132226049",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","crhinehart",0,FALSE,FALSE,NA,NA
"31","RT @GiveLuckyBack: As #Citizens we deserve answers over propaganda regarding #Pets in #NYC.These #Cats &amp; #Dogs aren't statistics.  They are…",FALSE,0,NA,2019-02-25 18:47:36,FALSE,NA,"1100105045440376832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","texor2012",3,TRUE,FALSE,NA,NA
"32","RT @lillarossin: Me every morning before work 😂 My old man ❤ 
#dogsoftwitter #MondayMorning #tired #GermanShepherd #SleepingBeauty #dogs #R…",FALSE,0,NA,2019-02-25 18:47:35,FALSE,NA,"1100105041820684292",NA,"<a href=""https://cricknation.com"" rel=""nofollow"">Search Tweets on Your Interest</a>","joepawdog",1,TRUE,FALSE,NA,NA
"33","Something tells me she likes the rug

Algo me dice que le gusta la alfombra

#dogs  #dogslife #dogsontwitter #pets https://t.co/XJAY4qNYHi",FALSE,0,NA,2019-02-25 18:47:11,FALSE,NA,"1100104940830240769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnarionKayto",0,FALSE,FALSE,NA,NA
"34","RT @k9_save: @PWPartners1 maybe you saw this article ? 🤔#davidferguson #johnmckee you guys are irish ☘️ right ? @IrishEcho #savek9mattie #B…",FALSE,0,NA,2019-02-25 18:46:52,FALSE,NA,"1100104862832971777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cam8076",2,TRUE,FALSE,NA,NA
"35","RT @BellaInxs2: This is the Mom instinct !!!       #PuppyPower #puppies #love #dogs #animals ♥️🐶.    https://t.co/Bfj4TEZmLB",FALSE,0,NA,2019-02-25 18:46:45,FALSE,NA,"1100104831912402947",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sasmenot2022",1477,TRUE,FALSE,NA,NA
"36","RT @LTTheoryOfPets: Announcing our first star, Chewie from @Jinksandchewie. Also, we're pleased to announce that any money made over our go…",FALSE,0,NA,2019-02-25 18:46:29,FALSE,NA,"1100104764342165505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lathomas_lynne",17,TRUE,FALSE,NA,NA
"37","RT @fire_spell: Some witches have cats...I have this guy. I've been sick and he's just with me, keeping me warm.  Tiberius rocks!   #dogsof…",FALSE,0,NA,2019-02-25 18:46:28,FALSE,NA,"1100104759598559232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","julidrevezzo",2,TRUE,FALSE,NA,NA
"38","RT @HelpingLostPets: #dogs LOST #Orlando FL,USA, Poodle Miniature, Jan.01/19, https://t.co/anwmTY21GZ @LostDogsFlorida",FALSE,0,NA,2019-02-25 18:46:21,FALSE,NA,"1100104731937132544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NiomiNiomid",2,TRUE,FALSE,NA,NA
"39","RT @kyhumane: Meet the sweetest little girl, Krissy! Krissy is a ten-month-old American Pit Bull Terrier mix who came to @kyhumane from an…",FALSE,0,NA,2019-02-25 18:46:16,FALSE,NA,"1100104709979791360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lorrainemiller7",58,TRUE,FALSE,NA,NA
"40","RT @chattykathys: Playing at the park this morning #offleash #park #pomeranian #porky (#pomyorkie) #dogsofinstagram #dogs #sunnyday #windy…",FALSE,0,NA,2019-02-25 18:46:05,FALSE,NA,"1100104663226085376",NA,"<a href=""https://cricknation.com"" rel=""nofollow"">Search Tweets on Your Interest</a>","joepawdog",1,TRUE,FALSE,NA,NA
"41","RT @SandraK93322487: These #dogs are all #sick , either they have kennel cough or green nasal discharge😭💔 To this day they have never been…",FALSE,0,NA,2019-02-25 18:45:42,FALSE,NA,"1100104568896135168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marty27",75,TRUE,FALSE,NA,NA
"42","RT @gsrescueelite: 5yr old Koda needs a new home as his current home don't have the time to give him what he needs, he can live with older…",FALSE,0,NA,2019-02-25 18:45:34,FALSE,NA,"1100104534293184512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dawnr1811",26,TRUE,FALSE,NA,NA
"43","RT @BellaInxs2: This is the Mom instinct !!!       #PuppyPower #puppies #love #dogs #animals ♥️🐶.    https://t.co/Bfj4TEZmLB",FALSE,0,NA,2019-02-25 18:45:27,FALSE,NA,"1100104503368605698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prehmbo",1477,TRUE,FALSE,NA,NA
"44","It was reported that the dogs were scheduled to be euthanised on February 22
#BoxerMix #Dogs #US 
https://t.co/QH6i76rapq",FALSE,0,NA,2019-02-25 18:45:23,FALSE,NA,"1100104489317617666",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SamaaEnglish",0,FALSE,FALSE,NA,NA
"45","RT @HelpingLostPets: #dogs LOST #Akron OH,USA, Jack Russell Terrier, Jun.29/15, https://t.co/FbgB3sxHJp @LostDogsOhio",FALSE,0,NA,2019-02-25 18:45:15,FALSE,NA,"1100104452617527297",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NiomiNiomid",3,TRUE,FALSE,NA,NA
"46","RT @elusive_1_: Morning everyone!
Have a brilliant weekend!
🐶🥽🐶🥽🐶🥽🐶🥽🐶🥽🐶
#SaturdayThoughts #cute #dogs #SaturdayMotivation #love #life #good…",FALSE,0,NA,2019-02-25 18:45:12,FALSE,NA,"1100104442739916802",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","veronicakent19",140,TRUE,FALSE,NA,NA
"47","RT @nowthatsbully: Who’s side are you on? #dogs #pets https://t.co/Y743YWznCd",FALSE,0,NA,2019-02-25 18:45:07,FALSE,NA,"1100104421952901120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattCopeland72",159,TRUE,FALSE,NA,NA
"48","RT @FLOOF_uk: ♥️Valentina is ready for adoption♥️ this little one is ready to find her happy ever after.. click on the link for more info h…",FALSE,0,NA,2019-02-25 18:45:05,FALSE,NA,"1100104411987226624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsTKIndeed",6,TRUE,FALSE,NA,NA
"49","RT @otterschnauzer: “The highest form of knowledge is #empathy, for it requires us to suspend our egos and live in another’s world...” 

An…",FALSE,0,NA,2019-02-25 18:45:04,FALSE,NA,"1100104407054716929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neyhartmike",2,TRUE,FALSE,NA,NA
"50","RT @LinkedSupply: Looking For Quality Then Check This Out
all you need .........
Click On This Link https://t.co/2x8qwA0cPP
  #tweetuk  #pe…",FALSE,0,NA,2019-02-25 18:45:03,FALSE,NA,"1100104404148146176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ConstructionUKs",2,TRUE,FALSE,NA,NA
"51","RT @res_pet: Lots of exciting developments in the works for $LRSV ! #pet #dogs #cats #CBD #Hemp. We look forward to updating shareholders v…",FALSE,0,NA,2019-02-25 18:44:55,FALSE,NA,"1100104372292329472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A22235918",56,TRUE,FALSE,NA,NA
"52","That time JoJo wanted to sit like a person. #pooch #floof #StaffordshireBullTerrier #staffielife #Savage #dog #dogs… https://t.co/xBZPpYIGxX",FALSE,0,NA,2019-02-25 18:44:52,TRUE,NA,"1100104355972296705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndersRP619",0,FALSE,FALSE,NA,NA
"53","Come by my on line pet store @yourpamperedpetz.com #paws #pets #dogs #cat #seniorpets #workingpets #guidedog… https://t.co/kskEBcB02a",FALSE,0,NA,2019-02-25 18:44:40,TRUE,NA,"1100104308362641409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PetzYour",0,FALSE,FALSE,NA,NA
"54","RT @BellaInxs2: This is the Mom instinct !!!       #PuppyPower #puppies #love #dogs #animals ♥️🐶.    https://t.co/Bfj4TEZmLB",FALSE,0,NA,2019-02-25 18:44:40,FALSE,NA,"1100104306366271488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lrod49",1477,TRUE,FALSE,NA,NA
"55","#dogs LOST #Houston TX,USA, Great Dane, Nov.30/18, https://t.co/ZFgKsXsmGB @LostDogTX",FALSE,1,NA,2019-02-25 18:44:20,FALSE,NA,"1100104224929505280",NA,"<a href=""http://www.helpinglostpets.com"" rel=""nofollow"">Helping Lost Pets Tweet Service</a>","HelpingLostPets",1,FALSE,FALSE,NA,NA
"56","RT @nowthatsbully: Who’s side are you on? #dogs #pets https://t.co/Y743YWznCd",FALSE,0,NA,2019-02-25 18:44:16,FALSE,NA,"1100104207808512000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bablomelly",159,TRUE,FALSE,NA,NA
"57","RT @Pudge_Rodriguez: With the queen 👑 of the house 🐶  con la reina de la casa #Dara #dogs #doglover #doglovers https://t.co/NSsARCpoSn",FALSE,0,NA,2019-02-25 18:44:13,FALSE,NA,"1100104193883422720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Johnveith8",4,TRUE,FALSE,NA,NA
"58","RT @HelpingLostPets: #dogs REUNITED #Phoenix AZ,USA, Pit Bull, Feb.12/19, https://t.co/bZSpNnnB6l @LostDogsArizona",FALSE,0,NA,2019-02-25 18:44:10,FALSE,NA,"1100104181992640514",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NiomiNiomid",2,TRUE,FALSE,NA,NA
"59","RT @HelpingLostPets: #dogs LOST #Galloway OH,USA, Mix, Feb.24/19, https://t.co/7EyAuyCZLu",FALSE,0,NA,2019-02-25 18:43:58,FALSE,NA,"1100104130729832448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NiomiNiomid",2,TRUE,FALSE,NA,NA
